test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,minimal_api_test,00:01:00,minimal_api_test,425372,425372,0,7089,5,0,41,3,38,121,76,3,1,3,82,5,4,10,86,2,23,0,0,0,0
